crawled_count,saved_count,category,virtual_web_count,target_len,timestamp
10,1,health,27,9.0,1700764588626127818
10,0,education,27,9.0,1700764588626127818
10,0,Agriculture,27,9.0,1700764588626127818
10,0,technology,27,9.0,1700764588626127818
10,0,transport,27,9.0,1700764588626127818
10,0,climate_environment,27,9.0,1700764588626127818
10,0,finance,27,9.0,1700764588626127818
20,1,health,27,9.0,1700764602687200459
20,0,education,27,9.0,1700764602687200459
20,0,Agriculture,27,9.0,1700764602687200459
20,0,technology,27,9.0,1700764602687200459
20,0,transport,27,9.0,1700764602687200459
20,0,climate_environment,27,9.0,1700764602687200459
20,0,finance,27,9.0,1700764602687200459
30,1,health,27,4.25,1703553329919955425
30,0,education,27,4.25,1703553329919955425
30,0,Agriculture,27,4.25,1703553329919955425
30,0,technology,27,4.25,1703553329919955425
30,0,transport,27,4.25,1703553329919955425
30,2,climate_environment,27,4.25,1703553329919955425
30,1,finance,27,4.25,1703553329919955425
40,1,health,27,3.0,1703553350398803915
40,0,education,27,3.0,1703553350398803915
40,0,Agriculture,27,3.0,1703553350398803915
40,0,technology,27,3.0,1703553350398803915
40,0,transport,27,3.0,1703553350398803915
40,7,climate_environment,27,3.0,1703553350398803915
40,1,finance,27,3.0,1703553350398803915
50,1,health,27,3.7,1703553372626308070
50,0,education,27,3.7,1703553372626308070
50,0,Agriculture,27,3.7,1703553372626308070
50,0,technology,27,3.7,1703553372626308070
50,1,transport,27,3.7,1703553372626308070
50,7,climate_environment,27,3.7,1703553372626308070
50,1,finance,27,3.7,1703553372626308070
60,3,health,27,3.4285714285714284,1703553392119062915
60,0,education,27,3.4285714285714284,1703553392119062915
60,0,Agriculture,27,3.4285714285714284,1703553392119062915
60,0,technology,27,3.4285714285714284,1703553392119062915
60,1,transport,27,3.4285714285714284,1703553392119062915
60,9,climate_environment,27,3.4285714285714284,1703553392119062915
60,1,finance,27,3.4285714285714284,1703553392119062915
70,4,health,27,3.1875,1703553412154224871
70,0,education,27,3.1875,1703553412154224871
70,0,Agriculture,27,3.1875,1703553412154224871
70,0,technology,27,3.1875,1703553412154224871
70,1,transport,27,3.1875,1703553412154224871
70,10,climate_environment,27,3.1875,1703553412154224871
70,1,finance,27,3.1875,1703553412154224871
80,4,health,27,3.5294117647058822,1703553428783109649
80,0,education,27,3.5294117647058822,1703553428783109649
80,1,Agriculture,27,3.5294117647058822,1703553428783109649
80,0,technology,27,3.5294117647058822,1703553428783109649
80,1,transport,27,3.5294117647058822,1703553428783109649
80,10,climate_environment,27,3.5294117647058822,1703553428783109649
80,1,finance,27,3.5294117647058822,1703553428783109649
90,5,health,27,3.85,1703553445591570541
90,0,education,27,3.85,1703553445591570541
90,1,Agriculture,27,3.85,1703553445591570541
90,0,technology,27,3.85,1703553445591570541
90,1,transport,27,3.85,1703553445591570541
90,12,climate_environment,27,3.85,1703553445591570541
90,1,finance,27,3.85,1703553445591570541
100,5,health,27,3.85,1703553462262262954
100,0,education,27,3.85,1703553462262262954
100,1,Agriculture,27,3.85,1703553462262262954
100,0,technology,27,3.85,1703553462262262954
100,1,transport,27,3.85,1703553462262262954
100,12,climate_environment,27,3.85,1703553462262262954
100,1,finance,27,3.85,1703553462262262954
110,5,health,27,4.571428571428571,1703553480116181878
110,0,education,27,4.571428571428571,1703553480116181878
110,2,Agriculture,27,4.571428571428571,1703553480116181878
110,0,technology,27,4.571428571428571,1703553480116181878
110,1,transport,27,4.571428571428571,1703553480116181878
110,12,climate_environment,27,4.571428571428571,1703553480116181878
110,1,finance,27,4.571428571428571,1703553480116181878
120,5,health,27,4.434782608695652,1703553495736445947
120,0,education,27,4.434782608695652,1703553495736445947
120,2,Agriculture,27,4.434782608695652,1703553495736445947
120,0,technology,27,4.434782608695652,1703553495736445947
120,2,transport,27,4.434782608695652,1703553495736445947
120,13,climate_environment,27,4.434782608695652,1703553495736445947
120,1,finance,27,4.434782608695652,1703553495736445947
130,5,health,29,4.214285714285714,1703553524027624399
130,0,education,29,4.214285714285714,1703553524027624399
130,2,Agriculture,29,4.214285714285714,1703553524027624399
130,0,technology,29,4.214285714285714,1703553524027624399
130,2,transport,29,4.214285714285714,1703553524027624399
130,18,climate_environment,29,4.214285714285714,1703553524027624399
130,1,finance,29,4.214285714285714,1703553524027624399
140,5,health,31,4.066666666666666,1703553543158362671
140,0,education,31,4.066666666666666,1703553543158362671
140,2,Agriculture,31,4.066666666666666,1703553543158362671
140,0,technology,31,4.066666666666666,1703553543158362671
140,2,transport,31,4.066666666666666,1703553543158362671
140,20,climate_environment,31,4.066666666666666,1703553543158362671
140,1,finance,31,4.066666666666666,1703553543158362671
150,6,health,33,4.181818181818182,1703553557381905220
150,0,education,33,4.181818181818182,1703553557381905220
150,2,Agriculture,33,4.181818181818182,1703553557381905220
150,0,technology,33,4.181818181818182,1703553557381905220
150,2,transport,33,4.181818181818182,1703553557381905220
150,22,climate_environment,33,4.181818181818182,1703553557381905220
150,1,finance,33,4.181818181818182,1703553557381905220
160,7,health,35,4.228571428571429,1703553571192413687
160,0,education,35,4.228571428571429,1703553571192413687
160,3,Agriculture,35,4.228571428571429,1703553571192413687
160,0,technology,35,4.228571428571429,1703553571192413687
160,2,transport,35,4.228571428571429,1703553571192413687
160,22,climate_environment,35,4.228571428571429,1703553571192413687
160,1,finance,35,4.228571428571429,1703553571192413687
170,9,health,37,4.243243243243243,1703553597215214923
170,0,education,37,4.243243243243243,1703553597215214923
170,3,Agriculture,37,4.243243243243243,1703553597215214923
170,0,technology,37,4.243243243243243,1703553597215214923
170,2,transport,37,4.243243243243243,1703553597215214923
170,22,climate_environment,37,4.243243243243243,1703553597215214923
170,1,finance,37,4.243243243243243,1703553597215214923
180,10,health,43,3.9523809523809526,1703553611619396677
180,0,education,43,3.9523809523809526,1703553611619396677
180,4,Agriculture,43,3.9523809523809526,1703553611619396677
180,0,technology,43,3.9523809523809526,1703553611619396677
180,2,transport,43,3.9523809523809526,1703553611619396677
180,25,climate_environment,43,3.9523809523809526,1703553611619396677
180,1,finance,43,3.9523809523809526,1703553611619396677
190,11,health,43,4.045454545454546,1703553627863353656
190,1,education,43,4.045454545454546,1703553627863353656
190,4,Agriculture,43,4.045454545454546,1703553627863353656
190,0,technology,43,4.045454545454546,1703553627863353656
190,2,transport,43,4.045454545454546,1703553627863353656
190,25,climate_environment,43,4.045454545454546,1703553627863353656
190,1,finance,43,4.045454545454546,1703553627863353656
200,11,health,45,4.066666666666666,1703553642498112722
200,2,education,45,4.066666666666666,1703553642498112722
200,4,Agriculture,45,4.066666666666666,1703553642498112722
200,0,technology,45,4.066666666666666,1703553642498112722
200,2,transport,45,4.066666666666666,1703553642498112722
200,25,climate_environment,45,4.066666666666666,1703553642498112722
200,1,finance,45,4.066666666666666,1703553642498112722
210,11,health,45,4.066666666666666,1703553655011694638
210,2,education,45,4.066666666666666,1703553655011694638
210,4,Agriculture,45,4.066666666666666,1703553655011694638
210,0,technology,45,4.066666666666666,1703553655011694638
210,2,transport,45,4.066666666666666,1703553655011694638
210,25,climate_environment,45,4.066666666666666,1703553655011694638
210,1,finance,45,4.066666666666666,1703553655011694638
