url,category,timestamp,timeelapse
https://open.canada.ca/en/open-data,health,1685800327435083098,0.0
https://catalog.data.gov/dataset/hud-low-and-moderate-income-areas,finance,1685800967772080744,640336997632.0
https://catalog.data.gov/dataset/real-estate-sales-2001-2018,transport,1685801058282159341,90510078720.0
https://catalog.data.gov/dataset/national-flood-hazard-layer-nfhl,finance,1685801102059260616,43777101312.0
https://catalog.data.gov/dataset/u-s-hourly-precipitation-data2,education,1685801126021723178,23962462464.0
https://catalog.data.gov/dataset/public-school-characteristics-2020-21,education,1685801212809125308,86787402240.0
https://catalog.data.gov/dataset/air-quality,education,1685801242522423276,29713297920.0
https://catalog.data.gov/dataset/popular-baby-names,education,1685801270361322286,27838898944.0
https://catalog.data.gov/dataset/nypd-shooting-incident-data-historic,education,1685801380561037292,110199715072.0
https://data.gov.uk/dataset/3c0241bf-1b3c-48a0-a44b-4f8858c6f9f2/public-data-group-survey,education,1685801448279296477,67718259200.0
https://data.gov.uk/dataset/70f5dbbe-e8ed-43dd-8989-6217deb9552b/geospatial-data-catalogue-hm-land-registry,technology,1685801467937777504,19658480896.0
https://data.gov.uk/dataset/2d7dfc3e-034a-4b38-98e7-bf9d66f017e8/sopcial-investment-fund-market-research-2010-11-survey-data-on-sifi-investment,education,1685801580373496638,112435719168.0
https://data.gov.uk/dataset/b7a51800-b36f-4878-b017-2d4c0862e95f/fsa-it-health-checks,health,1685801720881053869,140507557376.0
https://data.gov.uk/dataset/47f4970b-4dd0-4a5f-8c1a-ba4b40cfd3ad/health-and-safety-incidents,transport,1685801735453258743,14572204800.0
https://data.gov.uk/dataset/e945d1f5-72fe-4b08-8b58-8e68d83441b5/uk-food-hygiene-rating-data-london-food-standards-agency,education,1685801765097384481,29644125696.0
https://data.gov.uk/dataset/b4ec2594-1d52-4312-a7be-fd7b08e62c5d/uk-food-hygiene-rating-data-scotland-food-standards-agency,education,1685801796044937610,30947553280.0
https://data.gov.uk/dataset/a645e5dc-d8bd-4acc-8f90-565d29b43319/uk-food-hygiene-rating-data-yorkshire-and-humberside-food-standards-agency,education,1685801824296147698,28251209984.0
https://data.gov.uk/dataset/4abefa87-d891-42ba-946a-c7533ee347cb/uk-food-hygiene-rating-data-north-east-food-standards-agency,education,1685801850378757190,26082609408.0
https://data.gov.uk/dataset/f1b55bed-dcb6-4447-bed3-7719a2f40777/uk-food-hygiene-rating-data-south-east-food-standards-agency,education,1685801869315536573,18936779520.0
https://data.gov.uk/dataset/20c3121b-308f-4965-87e1-5776279f6386/ex46-credibility-check-data,education,1685801910479621827,41164085248.0
https://data.gov.uk/dataset/b9c87a1f-0c6a-479a-8fef-f85606b296fc/uk-food-hygiene-rating-data-northern-ireland-food-standards-agency,education,1685801943101673718,32622051840.0
https://data.gov.uk/dataset/c4047886-c3ba-427f-bafc-9804c11a5ab9/food-hygiene-ratings-website-pages,technology,1685801963849639284,20747965440.0
https://data.gov.uk/dataset/bee79b5d-0bc4-430f-88ed-cedd3c0aac7e/uk-food-hygiene-rating-data-wales-welsh-language-food-standards-agency,education,1685801978100831522,14251192320.0
https://data.gov.uk/dataset/d4988f8e-0862-4e2f-afc4-9dad8c7f7879/uk-food-hygiene-rating-data-west-midlands-food-standards-agency,education,1685802002982464095,24881632512.0
https://data.gov.uk/dataset/669273c6-13df-445c-963d-50e1f9419c5f/uk-food-hygiene-rating-data-wales-english-language-food-standards-agency,education,1685802028295376665,25312912640.0
https://data.gov.uk/dataset/7bd91ab0-2fc2-479b-9597-8d96158ce4d1/uk-food-hygiene-rating-data-south-west-food-standards-agency,education,1685802062774321532,34478944768.0
https://data.gov.uk/dataset/4711413d-9504-4dca-a63c-698d0bd6af5e/uk-food-hygiene-rating-data-north-west-food-standards-agency,education,1685802091301305448,28526983936.0
https://data.gov.uk/dataset/3e358499-eb65-4dde-9b08-9de6cac52efb/food-hygiene-ratings-website-traffic,technology,1685802133567528400,42266223104.0
https://data.gov.uk/dataset/eafdb1b0-da2c-4860-b8ff-4c01c15fac7a/conditional-cautioning-data-q2-2013-2014,education,1685802187884051706,54316523264.0
https://data.gov.uk/dataset/dc7a7861-0c1a-44ea-9be8-a98ef8fde085/crown-prosecution-service-case-outcomes-by-principal-offence-category-november-2011,finance,1685802210455137109,22571085312.0
https://data.gov.uk/dataset/e6fdc66f-fb5f-4922-aa7f-788a4c55d517/crown-prosecution-service-case-outcomes-by-principal-offence-category-august-2011,finance,1685802262165730471,51710593536.0
