url,timestamp,timeelapse
https://open.canada.ca/en/open-data,1685800365593245827,0.0
https://search.open.canada.ca/opendata/?page=1&subject_en=Agriculture&sort=date_modified+desc,1685800397339306502,31746060544.0
https://search.open.canada.ca/opendata/?page=1&subject_en=Arts%2C+Music%2C+Literature&sort=date_modified+desc,1685800425303206237,27963899648.0
https://search.open.canada.ca/opendata/?page=1&sort=date_modified+desc&subject_en=Economics+and+Industry,1685800467494896690,42191690496.0
https://search.open.canada.ca/opendata/?page=1&sort=date_modified+desc&subject_en=Education+and+Training,1685800503005146003,35510249472.0
https://search.open.canada.ca/opendata/?page=1&sort=date_modified+desc&subject_en=Government+and+Politics,1685800536839212573,33834066432.0
https://search.open.canada.ca/opendata/?page=1&sort=date_modified+desc&subject_en=Health+and+Safety,1685800576662888068,39823675648.0
https://search.open.canada.ca/opendata/?page=1&subject_en=History+and+Archaeology&sort=date_modified+desc,1685800600108102554,23445214464.0
https://search.open.canada.ca/opendata/?page=1&sort=date_modified+desc&subject_en=Information+and+Communications,1685800633888172257,33780069632.0
https://search.open.canada.ca/opendata/?page=1&subject_en=Labour&sort=date_modified+desc,1685800664334266668,30446094336.0
https://search.open.canada.ca/opendata/?page=1&subject_en=Language+and+Linguistics&sort=date_modified+desc,1685800698326094355,33991827712.0
https://search.open.canada.ca/opendata/?page=1&subject_en=Law&sort=date_modified+desc,1685800731023070658,32696976384.0
https://search.open.canada.ca/opendata/?page=1&sort=date_modified+desc&subject_en=Military,1685800765023849251,34000778496.0
https://search.open.canada.ca/opendata/?page=1&sort=date_modified+desc&subject_en=Nature+and+Environment,1685800800278532840,35254683648.0
https://search.open.canada.ca/opendata/?page=1&subject_en=Persons&sort=date_modified+desc,1685800837851207917,37572675072.0
https://search.open.canada.ca/opendata/?page=1&sort=date_modified+desc&subject_en=Processes,1685800859496367390,21645159424.0
https://search.open.canada.ca/opendata/?page=1&sort=date_modified+desc&subject_en=Science+and+Technology,1685800891874544606,32378177280.0
https://search.open.canada.ca/opendata/?page=1&subject_en=Society+and+Culture&sort=date_modified+desc,1685800923392066407,31517521664.0
https://catalog.data.gov/dataset/?page=2,1685800966362752937,42970686720.0
https://catalog.data.gov/dataset/hud-low-and-moderate-income-areas,1685800988300288651,21937535744.0
https://catalog.data.gov/dataset/flood-hazard-zones-guam,1685801015270387040,26970098176.0
https://catalog.data.gov/dataset/college-scorecard,1685801034833779039,19563392000.0
https://catalog.data.gov/dataset/lottery-mega-millions-winning-numbers-beginning-2002,1685801057023684391,22189905408.0
https://catalog.data.gov/dataset/real-estate-sales-2001-2018,1685801080647752435,23624068096.0
https://catalog.data.gov/dataset/nutrition-physical-activity-and-obesity-behavioral-risk-factor-surveillance-system,1685801101134622794,20486870272.0
https://catalog.data.gov/dataset/national-flood-hazard-layer-nfhl,1685801124797987752,23663365120.0
https://catalog.data.gov/dataset/u-s-hourly-precipitation-data2,1685801150002954822,25204966912.0
https://catalog.data.gov/dataset/subcontracting-network-subnet-system,1685801168663573626,18660618752.0
https://catalog.data.gov/dataset/drug-overdose-death-rates-by-drug-type-sex-age-race-and-hispanic-origin-united-states-3f72f,1685801188014077172,19350503680.0
https://catalog.data.gov/dataset/zip-code-data,1685801211598015069,23583937792.0
https://catalog.data.gov/dataset/public-school-characteristics-2020-21,1685801241484711083,29886696192.0
https://catalog.data.gov/dataset/air-quality,1685801264424396599,22939685376.0
https://catalog.data.gov/dataset/popular-baby-names,1685801293548787269,29124390656.0
https://catalog.data.gov/dataset/tiger-line-shapefile-2019-2010-nation-u-s-2010-census-5-digit-zip-code-tabulation-area-zcta5-na,1685801310681744187,17132956928.0
https://catalog.data.gov/dataset/crimes-2001-to-present,1685801332949106656,22267362560.0
https://catalog.data.gov/dataset/supply-chain-greenhouse-gas-emission-factors-for-us-industries-and-commodities,1685801357258214864,24309108224.0
https://catalog.data.gov/dataset/tiger-line-shapefile-2019-nation-u-s-current-county-and-equivalent-national-shapefile,1685801379185198738,21926983936.0
https://catalog.data.gov/dataset/nypd-shooting-incident-data-historic,1685801397828678520,18643479552.0
https://data.gov.uk/search?filters%5Btopic%5D=Mapping&page=2,1685801416865793230,19037114880.0
https://data.gov.uk/dataset/a97cedea-92e8-4155-8f27-9a273648c370/payd-survey,1685801429710421843,12844628480.0
https://data.gov.uk/dataset/2fb67956-d017-4ed3-9b14-19c968675f20/provost-portal,1685801446012853294,16302431488.0
https://data.gov.uk/dataset/3c0241bf-1b3c-48a0-a44b-4f8858c6f9f2/public-data-group-survey,1685801460842984557,14830131200.0
https://data.gov.uk/dataset/70f5dbbe-e8ed-43dd-8989-6217deb9552b/geospatial-data-catalogue-hm-land-registry,1685801485025634524,24182650112.0
https://data.gov.uk/dataset/899e155c-0d0f-487c-8edd-a965516c8f65/performance-and-impact-monitoring-survey-pims-and-inward-investment,1685801498025778171,13000143616.0
https://data.gov.uk/dataset/2777dad6-5208-4c0c-aa59-bbbc3c535b9d/green-deal-incentives-and-segmentation-survey,1685801510414551886,12388773632.0
https://data.gov.uk/dataset/0fb911e4-ca3a-4553-9136-c4fb069546f9/ceremonial-county-boundaries-of-england,1685801523154368254,12739816448.0
https://data.gov.uk/dataset/2faf572b-ad8d-402b-ba8f-ddefc5611839/uk-administrative-boundaries,1685801531034917396,7880549120.0
https://data.gov.uk/dataset/307a512d-c2c1-4033-bd8b-cfffcbe8ad42/social-investment-fund-market-research-2011-12-survey-data-on-sifi-investment-and-beneficiaries,1685801545229108137,14194190848.0
https://data.gov.uk/dataset/3316ac07-6e42-4f1a-8632-cf7f8b5a207a/voluntary-adoption-survey,1685801557480795892,12251687680.0
https://data.gov.uk/dataset/26488ef9-ca2b-4707-9341-3d0128512baa/representations-on-twa-order-applications,1685801568780727719,11299931904.0
https://data.gov.uk/dataset/0276144d-c8d3-4ab3-aa89-3a6c8b63b6a0/ea-map-layers,1685801578281794048,9501066240.0
https://data.gov.uk/dataset/2d7dfc3e-034a-4b38-98e7-bf9d66f017e8/sopcial-investment-fund-market-research-2010-11-survey-data-on-sifi-investment,1685801591769113020,13487319040.0
https://data.gov.uk/dataset/3c8fe3b4-1364-491d-ad2f-08e986f819bb/world-explorer-premium,1685801602789202369,11020089344.0
