url,timestamp
https://search.open.canada.ca/opendata/,1700246590118206837
https://open.canada.ca/data/en/dataset/522d1b67-30d8-4a34-9b62-5da99b1035e6,1700246596431877094
https://search.open.canada.ca/opendata/similar/522d1b67-30d8-4a34-9b62-5da99b1035e6,1700246598144353343
https://open.canada.ca/#rate,1700246600800565331
https://open.canada.ca/data/en/dataset/b9f51ef4-4605-4ef2-8231-62a2edda1b54,1700246603772760524
https://search.open.canada.ca/https://www.tbs-sct.canada.ca/pol/doc-eng.aspx?id=27228,1700246605052141535
https://search.open.canada.ca/opendata/similar/b9f51ef4-4605-4ef2-8231-62a2edda1b54,1700246606479198816
https://open.canada.ca/data/en/dataset/4ae27978-0931-49ab-9c17-0b119c0ba92f,1700246610104617524
https://search.open.canada.ca/opendata/similar/4ae27978-0931-49ab-9c17-0b119c0ba92f,1700246612673879827
https://open.canada.ca/data/en/dataset/af391f00-a8dc-4c4b-8ec6-0d7bc738867a,1700246615118889356
https://search.open.canada.ca/opendata/similar/af391f00-a8dc-4c4b-8ec6-0d7bc738867a,1700246617186762900
https://open.canada.ca/data/en/dataset/4ed351cf-95d8-4c10-97ac-6b3511f359b7,1700246621084915125
http://Open.Canada.ca,1700246626226116555
https://search.open.canada.ca/opendata/similar/4ed351cf-95d8-4c10-97ac-6b3511f359b7,1700246627664157758
https://open.canada.ca/data/en/dataset/d4a91ad0-29de-49a1-a477-6d6bca642bc6,1700246630415635557
https://search.open.canada.ca/opendata/similar/d4a91ad0-29de-49a1-a477-6d6bca642bc6,1700246634459451358
https://open.canada.ca/data/en/dataset/c9c37020-c4f8-4d94-ac49-e365d8b714d8,1700246637393581111
https://search.open.canada.ca/opendata/similar/c9c37020-c4f8-4d94-ac49-e365d8b714d8,1700246638913098319
https://open.canada.ca/data/en/dataset/009f9a49-c2d9-4d29-a6d4-1a228da335ce,1700246646744272529
https://search.open.canada.ca/opendata/similar/009f9a49-c2d9-4d29-a6d4-1a228da335ce,1700246665328543573
https://search.open.canada.ca/opendata/similar/41291708-c1bf-42b3-8d6c-240d2f4c950b,1700246666952530780
https://search.open.canada.ca/opendata/similar/432527ab-7aac-45b5-81d6-7597107a7013,1700246668358380357
https://open.canada.ca/data/en/dataset/432527ab-7aac-45b5-81d6-7597107a7013,1700246673324475594
https://open.canada.ca/data/en/dataset/41291708-c1bf-42b3-8d6c-240d2f4c950b,1700246683491925008
https://search.open.canada.ca/opendata/?page=2,1700246690127008819
https://open.canada.ca/#feedback,1700246695260663423
https://open.canada.ca/data/en/dataset/e8402029-2543-4300-bf6a-81a788a08f70,1700246701526644213
https://search.open.canada.ca/opendata/,1703593571268521358
https://open.canada.ca/data/en/dataset/2d4a1fd8-d965-46f2-983f-7b62187859f0,1703593573486760005
https://open.canada.ca/#rate,1703593575177226731
https://open.canada.ca/#feedback,1703593577117557492
https://open.canada.ca/data/en/dataset/9d3568bb-52f2-4be3-9bbd-2c6101ed305c,1703593578898608299
https://search.open.canada.ca/opendata/similar/9d3568bb-52f2-4be3-9bbd-2c6101ed305c,1703593580079874909
https://open.canada.ca/data/en/dataset/a1e2ff01-d43b-4f68-9160-4908a53d1fa5,1703593581998455303
https://search.open.canada.ca/opendata/similar/a1e2ff01-d43b-4f68-9160-4908a53d1fa5,1703593583176708678
