url,category,timestamp
https://open.canada.ca/data/en/dataset/009f9a49-c2d9-4d29-a6d4-1a228da335ce,health,1700764588595491011
https://search.open.canada.ca/javascript:;,finance,1703553321984679610
https://search.open.canada.ca/opendata/similar/9d4acb8e-535f-4845-8876-ec79bee1844f,climate_environment,1703553324417661230
https://open.canada.ca/data/en/dataset/0da41fbb-1dbb-4c1a-b6fa-7b49167a09ac,climate_environment,1703553328786182029
https://open.canada.ca/data/en/dataset/099d69c5-1401-484d-9e19-c121ccb7977c,climate_environment,1703553332236183234
https://search.open.canada.ca/opendata/similar/099d69c5-1401-484d-9e19-c121ccb7977c,climate_environment,1703553333343938664
https://open.canada.ca/data/en/dataset/bf4c3e86-5c04-4f82-a606-92171e717efa,climate_environment,1703553341459016769
https://search.open.canada.ca/opendata/similar/bf4c3e86-5c04-4f82-a606-92171e717efa,climate_environment,1703553342560505897
https://open.canada.ca/data/en/dataset/550b3133-2004-468f-ba1f-b95d0e281e78,climate_environment,1703553343926012989
https://search.open.canada.ca/opendata/similar/ea131935-ca39-4692-ad4d-2dc8dea927a2,transport,1703553370914007534
https://open.canada.ca/data/en/dataset/41e12f4b-28e8-4d5c-a49a-38eca6dddd6b,climate_environment,1703553375675398624
https://search.open.canada.ca/opendata/similar/fe95d0f9-1be4-4ee3-befa-3d12acbd393a,health,1703553384796295816
https://search.open.canada.ca/opendata/similar/17ae739f-7cf0-495b-ac4a-45e9feb44f95,health,1703553387449079307
https://open.canada.ca/data/en/dataset/3edeac99-dea2-4a08-b0ee-1455f15c12d7,climate_environment,1703553392101006814
https://search.open.canada.ca/opendata/similar/3edeac99-dea2-4a08-b0ee-1455f15c12d7,climate_environment,1703553393470583967
https://search.open.canada.ca/opendata/similar/88e6ca41-6055-4883-86e3-d3555aa11936,health,1703553395924680494
https://search.open.canada.ca/opendata/similar/187dbcbc-7cc5-4a41-8e70-f2fa838f88d6,Agriculture,1703553417089525640
https://open.canada.ca/data/en/dataset/58f10d94-5f24-46c0-91c3-333fac0d649d,climate_environment,1703553438435827631
https://search.open.canada.ca/opendata/similar/c1f4151b-fcbb-4eed-b8b3-193dfc51a49b,health,1703553442498202535
https://open.canada.ca/data/en/dataset/c9c8788b-71c5-4d68-9038-14e2c18f6a05,climate_environment,1703553444529446934
https://search.open.canada.ca/opendata/similar/e9936477-864d-4567-a388-052e60f96add,Agriculture,1703553475887531101
https://search.open.canada.ca/opendata/similar/c3ae3a48-7132-437f-aec6-e8c961b69bcd,transport,1703553481400984566
https://open.canada.ca/data/en/dataset/4b630c42-b753-4304-b452-d45141c4c26b,climate_environment,1703553485412832345
https://open.canada.ca/data/en/dataset/9ed6e94b-46b7-4a31-aeec-a28b03d84dbe,climate_environment,1703553497121981798
https://open.canada.ca/data/en/dataset/a47b1c0f-6a4a-4520-bf4b-9f92a9c69642,climate_environment,1703553503361685874
https://search.open.canada.ca/opendata/similar/a47b1c0f-6a4a-4520-bf4b-9f92a9c69642,climate_environment,1703553504462966513
https://open.canada.ca/data/en/dataset/61c188ec-a939-4acd-9b06-8fe9b017b70c,climate_environment,1703553506229462584
https://open.canada.ca/data/en/dataset/d194c6fc-ddf0-4913-a4e4-eb7144914e52,climate_environment,1703553524006129510
https://search.open.canada.ca/opendata/similar/d194c6fc-ddf0-4913-a4e4-eb7144914e52,climate_environment,1703553525161480364
https://www.usgs.gov/core-science-systems/ngp/national-hydrography/watershed-boundary-dataset?qt-science_support_page_related_con=4#qt-science_support_page_related_con,climate_environment,1703553533908581667
https://search.open.canada.ca/opendata/similar/faaabe8a-221e-4355-8c10-6420f1f91d7f,health,1703553552145780468
https://open.canada.ca/data/en/dataset/c16c0876-34b8-4612-ba9e-bd576eb54b31,climate_environment,1703553556234898484
https://search.open.canada.ca/opendata/similar/c16c0876-34b8-4612-ba9e-bd576eb54b31,climate_environment,1703553557378905534
https://search.open.canada.ca/opendata/similar/26744b3c-f395-46d2-be83-7bee36d45419,health,1703553565862247599
https://search.open.canada.ca/opendata/similar/b0ed987a-31f3-4bed-acbe-2cec27ff0057,Agriculture,1703553571189412816
https://search.open.canada.ca/opendata/similar/67ccebe5-01ab-4a06-a615-0c825595f9cb,health,1703553588301751569
https://search.open.canada.ca/opendata/similar/f54738c0-7639-411c-b38b-a579dbc1353e,health,1703553595858178804
https://search.open.canada.ca/opendata/similar/77f0c311-e6c2-40a6-aef5-c781e0280a25,health,1703553598426194466
https://open.canada.ca/data/en/dataset/be314202-a293-4180-b1e0-c0d2d43e7e16,climate_environment,1703553603170029189
https://search.open.canada.ca/opendata/similar/be314202-a293-4180-b1e0-c0d2d43e7e16,climate_environment,1703553604410865249
https://search.open.canada.ca/opendata/similar/9107a8ca-dfe1-46b2-98b4-d9a62da24e59,Agriculture,1703553607270848435
https://open.canada.ca/data/en/dataset/e320bfd4-b9f7-4d1b-9f0f-85b49e64eca7,climate_environment,1703553608726708732
https://search.open.canada.ca/opendata/similar/f1ef0877-f994-488c-996d-07ed24abe94f,education,1703553619291286464
https://search.open.canada.ca/opendata/similar/9858b434-2c86-41e0-b98e-260a7750969d,health,1703553627859502789
https://search.open.canada.ca/opendata/similar/59c91e90-d8e1-4c3b-b653-b24d81565592,education,1703553635621860942
https://search.open.canada.ca/opendata/similar/db48834a-4f61-4ed7-9816-aa01c7a7b5bd,health,1703553658122871140
