url,category,timestamp
https://open.canada.ca/data/en/dataset/522d1b67-30d8-4a34-9b62-5da99b1035e6,Agriculture,1700246592896636347
https://search.open.canada.ca/opendata/similar/522d1b67-30d8-4a34-9b62-5da99b1035e6,Agriculture,1700246597989043709
https://open.canada.ca/data/en/dataset/009f9a49-c2d9-4d29-a6d4-1a228da335ce,health,1700246641855153745
https://open.canada.ca/data/en/dataset/2d4a1fd8-d965-46f2-983f-7b62187859f0,climate_environment,1703593573228903230
https://open.canada.ca/data/en/dataset/3ac9c158-2a4f-49c4-a418-834692599d56,climate_environment,1703593616521676416
https://search.open.canada.ca/opendata/similar/3ac9c158-2a4f-49c4-a418-834692599d56,climate_environment,1703593618173527321
https://search.open.canada.ca/opendata/similar/936b1a57-c7de-4f42-b032-5d97bc541fe6,climate_environment,1703593634594638188
https://search.open.canada.ca/javascript:;,finance,1703593636343665199
https://search.open.canada.ca/opendata/similar/4283eeea-d5a2-47a1-ac49-70f7d10d433e,climate_environment,1703593640484389733
https://open.canada.ca/data/en/dataset/f2d6263a-8b65-4350-9515-345875c6bebf,climate_environment,1703593642220779282
https://search.open.canada.ca/opendata/similar/f2d6263a-8b65-4350-9515-345875c6bebf,climate_environment,1703593644958623974
https://search.open.canada.ca/opendata/similar/ab5fb8e5-e9be-4e32-a4c9-4403ae9a9e61,technology,1703593679521031955
https://open.canada.ca/data/en/dataset/4b726d29-4725-479e-bd26-c44368e7b423,climate_environment,1703593688604518839
https://search.open.canada.ca/opendata/similar/4b726d29-4725-479e-bd26-c44368e7b423,climate_environment,1703593690099204604
https://search.open.canada.ca/opendata/similar/538bc077-334c-41a7-8a5e-283dd06efd32,Agriculture,1703593698174347161
https://open.canada.ca/data/en/dataset/771c0d61-6ecc-4e9a-9e50-76200dc7041d,climate_environment,1703593700431900093
https://search.open.canada.ca/opendata/similar/6bb1b2cd-930f-4123-9f03-34ff8c4dab5c,health,1703593703547115307
https://open.canada.ca/data/en/dataset/45a18ab6-9e72-40ba-afcf-833ca25c3495,climate_environment,1703593716541001964
https://search.open.canada.ca/opendata/similar/e10f6d04-8eff-4ebc-bd47-37d640c443c5,climate_environment,1703593725915075804
https://search.open.canada.ca/opendata/similar/33784e64-3613-4c0c-92ec-b8763705c147,Agriculture,1703593727227190218
https://search.open.canada.ca/opendata/similar/c48da75b-e2e9-47a5-ba45-ac34b79a1a49,climate_environment,1703593770892997530
https://open.canada.ca/data/en/dataset/d7483fd9-cc4e-4d8d-894f-c4e5877b327c,health,1703593801501286999
https://search.open.canada.ca/opendata/similar/d7483fd9-cc4e-4d8d-894f-c4e5877b327c,health,1703593803442660980
https://open.canada.ca/data/en/dataset/7879112e-daed-4b49-ad4a-e2aba9f0ef0b,climate_environment,1703593805556691003
https://open.canada.ca/data/en/dataset/cb6aa463-d9cc-4466-aa89-01ffe7d42f91,climate_environment,1703593810802103780
https://search.open.canada.ca/opendata/similar/071ebbeb-dc44-4cfc-a965-0eec1d54b0a3,health,1703593816315134711
https://search.open.canada.ca/opendata/similar/14ab8cdb-d05b-46f4-9aca-3f9fa44b7be9,Agriculture,1703593821720147407
https://search.open.canada.ca/opendata/similar/8ba078b2-ca9b-44c1-b5db-9674d85421f9,health,1703593826340275895
https://search.open.canada.ca/opendata/similar/2582c87b-03b4-406c-af6b-3cfea418dc7b,climate_environment,1703593830597270314
https://open.canada.ca/data/en/dataset/57ea9ca7-ca04-4ad5-923c-dae250dc316f,Agriculture,1703593848850169784
https://search.open.canada.ca/opendata/similar/57ea9ca7-ca04-4ad5-923c-dae250dc316f,Agriculture,1703593857260580649
https://open.canada.ca/data/en/dataset/eb232d4b-a3da-40cd-a085-4184b3928890,climate_environment,1703593860650216612
https://www.ontario.ca/page/flu-facts,health,1703593861932023609
https://open.canada.ca/data/en/dataset/20d4a50c-4977-4088-953f-3887b7b8610a,climate_environment,1703593866411541426
https://open.canada.ca/data/en/dataset/c1264644-bc48-4ddb-aabf-2b1a9f57f289,climate_environment,1703593909992526384
https://geohub.lio.gov.on.ca/maps/mnrf::ontario-radar-digital-surface-model/,technology,1703593922970122525
https://search.open.canada.ca/opendata/similar/86c96a6b-9b02-463b-8b12-b90d53c39c1f,technology,1703593924248528722
https://open.canada.ca/data/en/dataset/685afb89-43bb-4932-b9ec-badc68768642,climate_environment,1703594005174998184
https://open.canada.ca/data/en/dataset/965e816c-4629-4eaa-8ca1-8cdec8213b8b,climate_environment,1703594007197758611
https://search.open.canada.ca/opendata/similar/4c615b4d-ae44-4ecd-b9cd-c625882076b6,technology,1703594041979868470
https://open.canada.ca/data/en/dataset/5825513a-7446-4d5b-b042-5fd88f49f892,climate_environment,1703594049321619514
https://open.canada.ca/data/en/dataset/456a70c7-9b7c-436a-8d5a-30be4b423e8d,climate_environment,1703594056588936002
https://open.canada.ca/data/en/dataset/81d6247f-df3b-4086-bf97-9fc1e0a57ab8,climate_environment,1703594079995014642
http://albertaparks.ca,climate_environment,1703594091308003854
https://open.canada.ca/data/en/dataset/11739062-f7cd-4d12-a8be-7acedad9a04e,climate_environment,1703594145645189970
https://search.open.canada.ca/opendata/similar/a09ec521-9569-4393-bc59-7d9f79962e80,climate_environment,1703594184134649209
https://open.canada.ca/data/en/dataset/4921c409-eb2c-4953-8755-af6652323e2c,Agriculture,1703594191847455017
https://search.open.canada.ca/opendata/similar/4921c409-eb2c-4953-8755-af6652323e2c,Agriculture,1703594196870890234
https://search.open.canada.ca/opendata/similar/30c0bc4c-62ee-4243-9aa1-f6685df6afc5,climate_environment,1703594226217680351
https://open.canada.ca/data/en/dataset/c33009d4-ab42-415d-a19e-32bb1d462385,Agriculture,1703594231742638765
https://search.open.canada.ca/opendata/similar/c33009d4-ab42-415d-a19e-32bb1d462385,Agriculture,1703594237148390391
https://open.canada.ca/data/en/dataset/05002515-f6cc-4516-b225-38d510eaaf9c,climate_environment,1703594242453004677
https://search.open.canada.ca/opendata/similar/05002515-f6cc-4516-b225-38d510eaaf9c,climate_environment,1703594244175193979
https://search.open.canada.ca/opendata/similar/772ce551-a81c-434c-a2bf-e704a2bbd197,climate_environment,1703594253946718119
https://search.open.canada.ca/opendata/similar/f97fd709-1b75-4dd7-9106-716ba284d27d,climate_environment,1703594268904181438
